URL,Puan,Yaş Derecelendirmesi,Kategori,Geliştirici,Dil
https://apps.apple.com/tr/app/block-blast/id1617391485?l=tr,"4,7",13+,Bulmaca,Hungry Studio,TR
https://apps.apple.com/tr/app/super-bear-adventure/id1531842415?l=tr,"4,3",4+,Aksiyon,Earthkwak Games,EN
https://apps.apple.com/tr/app/brawl-stars/id1229016807?l=tr,"4,5",13+,Aksiyon,Supercell,TR
https://apps.apple.com/tr/app/arrows-puzzle-escape/id6748397500?l=tr,"4,7",9+,Bulmaca,Lessmore GmbH,TR
https://apps.apple.com/tr/app/kingshot/id6739554056?l=tr,"4,5",9+,Strateji,Century Games Pte. Ltd.,TR
https://apps.apple.com/tr/app/block-out-color-sort-puzzle/id6752672568?l=tr,"4,6",4+,Bulmaca,Grand Games A.Ş.,TR
https://apps.apple.com/tr/app/subway-surfers/id512939461?l=tr,"4,5",9+,Aksiyon,Sybo Games ApS,TR
https://apps.apple.com/tr/app/ufl-futbol-oyunu-2026/id6755629873?l=tr,"4,2",9+,Spor,XTEN Limited,N/A
https://apps.apple.com/tr/app/magic-sort/id6499209744?l=tr,"4,5",13+,Bulmaca,Grand Games A.Ş.,TR
https://apps.apple.com/tr/app/101-y%C3%BCzbir-okey-plus/id649260774?l=tr,"4,8",13+,Masa,Zynga Inc.,TR
https://apps.apple.com/tr/app/castle-busters/id6746328263?l=tr,"4,5",9+,Aksiyon,Voodoo,DE
https://apps.apple.com/tr/app/pubg-mobile/id1330123889?l=tr,"4,2",13+,Aksiyon,Tencent Mobile International Limited,TR
https://apps.apple.com/tr/app/efootball/id1117270703?l=tr,"4,3",9+,Aksiyon,KONAMI,TR
https://apps.apple.com/tr/app/fortnite/id6483539426?l=tr,"4,2",13+,Aksiyon,Epic Games Inc.,EN
https://apps.apple.com/tr/app/bus-rush-fever/id6759763476?l=tr,"4,6",13+,Bulmaca,"GOODROID,Inc.",EN
https://apps.apple.com/tr/app/whiteout-survival/id6443575749?l=tr,"4,6",9+,Strateji,Century Games Pte. Ltd.,TR
https://apps.apple.com/tr/app/otob%C3%BCs-simulator-ultimate/id1461749632?l=tr,"4,4",4+,Simülasyon,Zuuks Games,TR
https://apps.apple.com/tr/app/magic-tiles-3-piyano-oyunu/id1443446174?l=tr,"4,2",4+,Müzik,Amanotes Pte. Ltd.,TR
https://apps.apple.com/tr/app/paper-io-2/id1423046460?l=tr,"4,4",9+,Basit Eğlence,Voodoo,TR
https://apps.apple.com/tr/app/soccer-moccer/id6756003049?l=tr,"3,6",4+,Basit Eğlence,BUGRA EREN ERDOGAN,EN
https://apps.apple.com/tr/app/words-of-wonders-kelime-oyunu/id1369521645?l=tr,"4,7",4+,Kelime,FUGO BILISIM TEKNOLOJILERI VE YAZILIM TICARET ANONIM SIRKETI,TR
https://apps.apple.com/tr/app/arrows-go-ok-bulmacalar%C4%B1/id6758326278?l=tr,"4,5",4+,Bulmaca,Oakever Games,TR
https://apps.apple.com/tr/app/i-yi-pizza-g%C3%BCzel-pizza/id911121200?l=tr,"4,6",4+,Simülasyon,TAPBLAZE,TR
https://apps.apple.com/tr/app/ea-sports-fc-mobile-futbol-26/id1094930513?l=tr,"4,5",9+,Spor,Electronic Arts,TR
https://apps.apple.com/tr/app/vita-mahjong/id6468921495?l=tr,"4,8",4+,Kart,Vita Studio,TR
https://apps.apple.com/tr/app/n%C3%B6bet%C3%A7i-mahkeme/id6760950124?l=tr,"4,7",4+,RYO,BUGRA TUNCER,TR
https://apps.apple.com/tr/app/minecraft/id479516143?l=tr,"4,3",9+,Macera,Mojang,TR
https://apps.apple.com/tr/app/b%C3%BCfeci/id6762850272?l=tr,"4,8",4+,Simülasyon,Dogancan OZDEMIR,TR
https://apps.apple.com/tr/app/farming-simulator-26-mobile/id6748056918?l=tr,"2,7",4+,Simülasyon,GIANTS Software GmbH,TR
https://apps.apple.com/tr/app/plague-inc/id525818839?l=tr,"4,7",9+,Strateji,Ndemic Creations,TR
https://apps.apple.com/tr/app/s%C4%B1n%C4%B1r-g%C3%B6revlisi/id6757699360?l=tr,"4,8",9+,RYO,ERAY EROL,TR
https://apps.apple.com/tr/app/acil-doktoru/id6759113217?l=tr,"4,6",4+,Simülasyon,BUGRA TUNCER,TR
https://apps.apple.com/tr/app/%C5%9Fehir-y%C3%B6netimi-kasaba-ve-kart/id6746746394?l=tr,"4,7",9+,Strateji,ERAY EROL,TR
https://apps.apple.com/tr/app/streetpro-racing/id6670199903?l=tr,"4,7",4+,Yarış,yasin urun,EN
https://apps.apple.com/tr/app/tabu-resmi-oyun/id1563932741?l=tr,"4,8",4+,Masa,Marmalade Game Studio,TR
https://apps.apple.com/tr/app/otopark%C3%A7%C4%B1/id6762970009?l=tr,"4,6",4+,Simülasyon,Fatih Beceren,EN
https://apps.apple.com/tr/app/son-kontrol/id6770480037?l=tr,"5,0",9+,RYO,Fatih Beceren,EN
https://apps.apple.com/tr/app/parking-mafia-onli-ne/id6448928429?l=tr,"2,9",16+,Simülasyon,Ali Kar,EN
https://apps.apple.com/tr/app/stardew-valley/id1406710800?l=tr,"4,5",13+,RYO,ConcernedApe,TR
https://apps.apple.com/tr/app/earn-to-die-2/id891194610?l=tr,"4,5",13+,Aksiyon,Not Doppler,TR
https://apps.apple.com/tr/app/pompac%C4%B1-sim%C3%BClat%C3%B6r/id6767835460?l=tr,"3,3",4+,Simülasyon,ANIL Demir,EN
https://apps.apple.com/tr/app/balatro/id6502453075?l=tr,"4,9",13+,Kart,Playstack Ltd,DE
https://apps.apple.com/tr/app/cdci-oyun-al-sat/id6759861082?l=tr,"4,2",4+,Simülasyon,Fatih Beceren,EN
https://apps.apple.com/tr/app/my-child-lebensborn/id1298544927?l=tr,"4,4",13+,RYO,Hypotyposis Limited,EN
https://apps.apple.com/tr/app/1-tl/id6758114235?l=tr,"4,4",4+,Basit Eğlence,MITHAT GUMUS,EN
https://apps.apple.com/tr/app/etiket-tofask-online/id6477356535?l=tr,"4,0",4+,Simülasyon,Ali Kar,EN
https://apps.apple.com/tr/app/grand-theft-auto-san-andreas/id763692274?l=tr,"4,4",18+,Aksiyon,Rockstar Games,DE
https://apps.apple.com/tr/app/geometry-dash/id625334537?l=tr,"4,3",4+,Basit Eğlence,RobTop Games AB,EN
https://apps.apple.com/tr/app/burada-sadece-sen-vars%C4%B1n/id1094038347?l=tr,"4,8",13+,Macera,Danil Malinov,TR
https://apps.apple.com/tr/app/reds-first-flight/id1596736236?l=tr,"4,8",4+,Bulmaca,Rovio Entertainment Oyj,TR
https://apps.apple.com/tr/app/i-yi-kahve-g%C3%BCzel-kahve/id1603584945?l=tr,"4,4",4+,Basit Eğlence,TAPBLAZE,TR
https://apps.apple.com/tr/app/inmost/id6478596530?l=tr,"4,6",13+,Macera,Chucklefish Limited,TR
https://apps.apple.com/tr/app/dredge/id6526463862?l=tr,"3,5",13+,Macera,Black Salt Games,DE
https://apps.apple.com/tr/app/vampire-survivors/id6444525702?l=tr,"4,2",13+,Aksiyon,Poncle,TR
https://apps.apple.com/tr/app/lost-in-play/id6449434958?l=tr,"4,8",9+,Bulmaca,Snapbreak Games,TR
https://apps.apple.com/tr/app/deep-rock-galactic-survivor/id6742194903?l=tr,"4,0",13+,Aksiyon,Ghost Ship Publishing,EN
https://apps.apple.com/tr/app/teeny-tiny-town/id6449408808?l=tr,"4,1",4+,Masa,Short Circuit Studio,EN
https://apps.apple.com/tr/app/the-past-within-lite/id6443761523?l=tr,"3,9",13+,Macera,Rusty Lake,EN
https://apps.apple.com/tr/app/chants-of-sennaar/id6566195667?l=tr,"4,0",9+,Bulmaca,Playdigious,DE
https://apps.apple.com/tr/app/thronefall-a-little-kingdom/id6744029320?l=tr,"4,1",13+,Strateji,Doghowl Games Ltd.,TR
https://apps.apple.com/tr/app/timelie/id6739528472?l=tr,"4,8",4+,Bulmaca,Snapbreak Games,EN
https://apps.apple.com/tr/app/art-of-fauna-cozy-puzzles/id1630468596?l=tr,"4,9",9+,Bulmaca,Klemens Strasser,DE
https://apps.apple.com/tr/app/monument-valley-3/id6443563379?l=tr,"4,8",4+,Bulmaca,ustwo games,TR
https://apps.apple.com/tr/app/townsfolk/id6670406987?l=tr,"4,9",4+,Simülasyon,Short Circuit Studio,TR
https://apps.apple.com/tr/app/automatoys/id1580281448?l=tr,"3,7",4+,Bulmaca,Idle Friday,TR
